Sample Name,DB,DOHH2,FARAGE,GRANTA519,HAIR_M,HBL1,HC_1,JEKO1,JVM2,KARPAS1718,KARPAS422,MAVER1,MEC1,MINO,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,REC1,RIVA,SP49,SP53,SSK41,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,UPN1,VL51,WSU_DLCL2
CDK6,2.837371291,3.026457112,2.288003303,1.420939606,2.437285006,2.033241464,2.424224665,0.758216576,2.239797801,2.657491807,2.484377698,1.357992,2.645545326,1.544473356,2.414598356,2.466693682,3.022113051,2.443642515,2.525817156,2.699120264,1.463707387,1.762068086,1.201424212,1.523155278,2.96877285,2.370240529,2.650809091,2.170545009,2.688509801,2.655055422,2.500067458,2.362965126,2.290201476,2.002853863,2.823902776,2.197982056
CDK7,2.396512393,2.274967803,2.548508895,2.328758799,2.649542321,2.392813883,2.399223791,2.340798214,2.546740313,2.050693348,2.348996808,2.329596628,2.32480634,2.002912398,1.980474654,2.091917627,2.149777087,2.188537594,1.758605891,1.970351816,2.252979834,2.295298585,2.205843301,2.212839721,2.340464955,2.412747425,2.400434633,2.183636751,2.205133663,2.247435129,2.230512311,1.667230422,2.546696549,2.00839076,2.337809732,2.559641098
CDK8,1.724084649,2.353635395,2.421203986,2.201461897,2.2055248,2.314999687,2.409280549,2.579143616,2.169773464,2.43258111,2.187284138,1.827099076,2.588605288,2.205239008,1.892483158,2.499514669,2.464981789,2.477022812,2.130576924,2.314062281,2.623585186,2.417704985,2.267877205,2.340860458,2.068544629,2.43253613,2.044255627,2.334124613,2.187759567,2.154750644,2.482204207,1.963140974,2.307844235,2.577604296,2.033445405,2.276635605
CDK9,1.592896963,2.180026512,1.821407558,2.019817938,1.816548231,1.951013905,1.919300627,2.2040119,1.703639645,2.230313003,1.67499521,1.939892233,2.251857011,1.944238134,1.979137677,1.995078991,2.370459945,2.349905597,2.13755491,2.1243834,2.51236009,1.965773468,2.272091643,2.016331716,2.393559071,2.096300795,1.691134647,1.947257006,2.082886629,1.816691864,2.127557416,2.45682215,2.023271552,2.095915893,1.592435897,1.915534338
CDKL5,-0.422043386,1.055167616,0.721201176,0.159280302,0.683627829,0.877709534,1.25448996,0.257614226,0.511444019,-0.244873752,0.935510771,-1.016756346,1.803619161,0.942413365,0.603808693,0.985335374,0.438406262,1.33980527,-0.176613381,1.294115599,0.947488272,0.547886777,0.726763556,0.395423642,NaN,1.522749676,0.592298713,1.012397995,0.060870889,0.14997688,1.111459553,0.389324225,1.040801512,0.655175437,0.221368035,1.347711414
CDKN1A,0.862387347,3.183771173,2.736740553,2.753083079,3.280047553,2.980685133,3.280137118,2.939709138,3.489091426,2.055069148,1.459834757,2.770349747,2.545672125,2.976387047,1.253475926,2.197142186,2.930009432,2.034926258,2.216083573,3.221460294,1.070060275,2.803340201,2.445166713,2.266355886,2.836014951,2.18831512,1.766455472,2.100534083,2.267336952,1.49653573,2.656567616,2.001715588,2.714824392,2.400026998,3.091845097,1.964237745
CDKN1B,2.212937414,3.105894151,2.734038401,2.935593983,2.664730032,2.743138301,2.650756385,2.850161068,2.88078359,2.942693968,2.46967795,3.143381911,2.527807148,2.915103299,2.845937859,2.831058599,2.835506822,2.88786936,2.676302083,2.704639772,2.79116782,3.159503888,3.000921405,3.035616458,2.268271923,2.673141387,2.654671751,2.815497278,2.163075838,2.432920812,2.794783741,3.046273777,2.98490439,3.231681324,2.980043422,2.720860801
CDKN1C,0.910395073,1.497970058,1.262304741,2.033568799,1.473299502,1.34299642,1.434277365,2.800093849,0.539472743,0.454096252,1.098539557,1.640299506,1.987404057,2.073930728,0.883119439,1.152826462,0.657249501,1.677558072,0.685858755,1.046164047,1.295454306,2.477305703,1.861167593,2.483159274,2.286919891,1.358492786,0.582538876,1.65982754,0.486839621,0.656553114,1.627296358,1.364500642,2.502210979,2.787858142,0.795399302,1.297258802
CDKN2A,0.801971425,-0.124128783,1.789033378,0.129317079,1.51654859,0.164499091,1.353621433,2.090477809,1.05962863,2.518679021,1.864929697,-0.715726351,1.695056466,2.46203414,2.178545557,2.258677136,-0.023991736,2.323537657,1.883544628,1.738160395,0.606949735,2.210172293,-0.345118451,-0.141695543,1.921974713,2.287911712,1.730074674,1.745174561,2.082886629,2.472196175,1.836365291,1.63190246,2.101706801,2.205840486,1.90430243,1.976923652
CDKN2B,0.151987881,0.426778686,1.056993278,NaN,1.264148142,1.146015685,1.726007338,0.821885656,0.926417367,1.458417626,1.121147348,-0.238605096,1.800698541,1.494889457,1.028451334,1.19082178,0.231280769,2.019179718,0.154379838,1.512913597,0.691270621,0.890309458,-0.00269577,NaN,1.523001899,1.864954173,0.745266173,1.195328678,0.771270355,0.642075291,1.063333485,0.743290296,1.789330296,1.498052017,1.451816956,1.654309364
CDKN2C,1.87516981,2.161428526,1.512925234,2.098133459,0.760467859,1.607762078,0.846695197,2.091540087,1.051356104,2.618449108,1.85108647,2.245931998,2.019370803,2.239770658,2.438647934,1.744844515,1.926373118,2.294520609,2.041621938,2.052270221,2.695170226,2.418290683,2.374047043,1.965137271,2.551030623,1.932990786,2.433240793,1.991208696,2.201588382,2.417642546,2.153128243,2.625880146,2.061308494,0.162259915,1.47964605,1.532128062
CDKN2D,1.441279474,1.481535333,1.656660456,1.216185153,1.51032947,2.054733757,1.768935538,2.153711571,1.604865705,1.299194292,1.206577543,1.521062749,2.024652115,1.535232699,1.480983316,1.488427623,1.083218234,2.021401178,1.65314972,1.865824431,1.796613801,1.191339454,1.896925788,1.576159806,1.942623325,2.068528217,1.660896814,1.267095656,2.019912281,1.307385926,1.635551412,2.237855441,1.825269884,1.570688335,1.215905139,1.848461208
CDKN3,2.776544978,2.347977282,2.525113289,2.824548513,2.268906579,2.101096601,2.531187378,2.70957114,2.494468582,2.282541311,2.952079872,2.210101224,2.660773737,2.069859187,2.356699977,2.195345722,2.257041631,2.878979803,1.858530355,1.923015164,2.679357204,2.481627077,2.313083802,2.582671364,2.776042633,2.738119906,2.925857933,2.074442486,2.769461734,2.826429816,2.581127116,1.987749932,2.582682359,2.623825133,2.156812318,2.243383422
CDON,0.638654454,1.536525924,1.594881534,0.715582803,1.970417385,1.308034316,1.931769267,1.055420164,0.66779122,0.533277498,1.188094138,-0.016756346,2.198052062,0.985879058,1.094828557,1.776666227,0.976008264,1.923381855,1.526063285,1.676132642,1.447593433,0.870106072,1.123228879,1.421257846,0.969790475,2.027374464,0.582538876,1.721587164,0.897616855,0.232951115,1.785427288,1.397293155,1.553051831,1.169438499,1.335311387,1.578983643
CDX2,-0.422043386,1.164666757,1.119141185,-0.062568448,0.97759597,1.270009275,1.340118963,0.72661759,0.414534006,0.056156243,0.766598097,-0.715726351,1.947077687,0.764030309,0.246297341,0.839207339,0.61946094,1.384283541,-1.021711421,1.443334712,1.062881691,0.268046081,1.114274037,0.749159988,0.339085302,1.593450704,0.671479959,1.31856763,-0.036039124,0.402702196,1.234877116,0.463110439,1.102949419,1.046866496,0.017248052,1.483715577
CEACAM3,0.555680219,1.754137621,1.180737256,0.891674062,1.156053962,1.671905149,2.001383517,0.888832446,1.007450618,0.755126248,1.088478231,1.036322097,2.423640722,1.448989599,0.8660861,1.642985678,1.025226287,1.922826136,0.409652343,0.524564521,1.339726302,0.890309458,1.308094063,1.06542995,1.009499846,2.267453176,0.507287923,1.41445457,0.361900885,0.627098135,1.501430632,0.949186537,1.806854641,1.339956701,0.464406083,1.851106665
CEACAM5,0.619349299,1.637632052,1.211895238,0.551390767,1.271447381,1.460066191,1.713611703,0.533820638,0.614106361,0.755126248,1.11480717,-0.238605096,2.547880674,1.171515635,1.003862061,1.250232528,0.438406262,2.104625821,0.469650273,1.758754158,1.328092718,0.890309458,1.105130657,1.238515699,0.760090615,2.020564829,0.457600139,1.31083518,0.452981354,0.800642205,1.749215115,1.104088497,1.521092813,1.421535162,0.925733071,1.491833467
CEACAM7,1.115775709,1.687297263,1.718087941,0.869679768,1.482300746,1.634321107,2.030781274,0.773193732,1.177337565,0.834307494,1.522847505,0.655341511,2.446091638,1.399258663,0.940414843,1.421671774,0.802083067,2.205106696,0.409652343,1.839422716,1.362098345,0.954426958,1.534550754,1.414606958,1.148950966,2.225303974,0.018267445,1.623412829,0.592349806,0.543321137,1.782846035,1.162080444,1.967686459,1.515513443,0.757610741,1.822021692
CEBPA,0.532199123,0.970846731,0.398981881,1.073094154,0.970417385,1.009597131,0.980443454,1.688083459,0.396050601,-0.068782493,0.867758987,-0.414696355,1.654336005,1.002116257,0.689994841,0.414938391,0.438406262,1.569251201,0.019681264,0.616334894,1.097643797,0.93259852,1.10203958,1.164133336,1.049741065,1.199569552,0.2178398,1.125545207,-0.11522037,0.302587043,1.046028627,0.319688297,0.894673476,0.915587581,0.47964605,1.267969426
CEBPB,2.457482559,2.19300558,2.290519339,2.062370289,2.003170416,2.225825888,2.067403317,3.100673888,2.364127287,2.164495718,2.171880059,2.738508545,2.135271665,2.81349446,2.16275129,2.376359485,2.152099523,2.440446066,2.174741121,2.355568078,2.177937193,2.729658929,1.736948483,2.081598448,2.452876777,2.533180831,2.089535609,2.201393401,2.358558465,2.277763459,2.294181391,2.451139582,2.532932277,2.713980923,1.740703724,1.528447578
CEBPD,1.263698352,1.0799912,1.546658206,0.488339021,1.445119166,1.491858025,1.853757052,0.883155313,2.035190486,1.24179282,2.635444803,0.682213658,2.224684693,0.636787617,2.131847016,1.080050128,3.658261675,0.99396293,1.466839296,1.664258446,1.615144214,1.569076076,1.079763185,1.357380288,1.460555611,0.955267181,1.937781357,2.288147975,-0.001277018,1.19755914,1.622641496,0.796809552,1.7482781,1.866505787,0.716218056,1.218077556
CEBPE,0.925286629,1.018538721,1.411819106,1.110293841,1.663557846,1.397071706,1.878269201,0.961383113,1.177337565,0.408338761,1.24133965,1.069603484,1.827406551,0.845503352,0.910102929,1.323088177,0.915527516,1.638701136,-1.021711421,1.333529719,1.211587149,1.046197331,1.337928587,1.027913589,1.142790657,1.702821664,0.507287923,1.498051832,0.960326591,0.552464516,1.252788706,0.962281835,1.764807158,1.046866496,0.920338039,1.568999422
CECR6,0.997085921,1.30183995,0.779193123,1.141551535,0.710780075,1.452673766,1.114443806,1.211856735,0.113504011,0.319397678,0.323690942,0.56302725,1.600197214,0.441811014,0.698595012,0.625791757,1.692845987,0.621239709,0.823386619,1.223534525,1.107552085,0.51402851,0.813244041,0.557274462,1.18699432,0.861668197,0.999784039,1.237337821,0.897616855,0.172253275,1.005341538,0.389324225,0.744517951,0.321960758,0.318278048,1.361499699
CELSR2,1.109435531,1.495659976,1.450134404,1.141551535,1.555878115,1.456385707,1.709725373,1.619342062,1.098780754,1.367910104,1.095211614,1.778428243,1.915407647,1.970727714,1.298520874,1.477990137,1.591958316,1.740292467,1.376228588,1.485845993,1.441582341,1.603838183,1.929962447,1.261996795,1.854597886,1.895498976,1.05966013,1.308226797,1.354601646,1.154524508,1.248379587,2.345528241,1.828394318,1.846506662,1.038437351,1.661170399
CENPF,2.896541624,2.571060931,2.537758097,3.004461057,2.272170603,2.286988024,2.691691517,2.709144818,2.540015272,2.787946397,2.865156719,2.779193152,2.839472572,2.592669749,2.771702111,2.526578899,2.794893678,3.040135634,2.433590351,2.585928287,2.944361452,2.79302915,2.405235638,2.539143384,2.559787582,2.810378217,2.440693121,2.161470411,2.789711457,3.03271107,2.59829115,3.200477044,2.544756732,3.122836386,2.762635173,2.072251534
CENPN,0.407260386,1.004414078,0.984442611,1.147541899,1.084360738,1.175222956,0.969850381,0.847439761,1.354469051,0.769366687,1.168788982,0.514722571,1.728147874,1.08526369,0.64423735,0.72270177,0.692011608,1.352394397,0.791201936,1.52711171,1.132919557,0.854311805,1.086245313,0.86310334,0.877476214,1.214461108,1.137743286,0.991208696,0.40329357,0.825465788,0.403281547,0.921748288,1.227888155,0.614557586,0.802577887,0.662529694
CEP55,1.089839974,0.894756562,1.143274864,1.356101046,1.16998974,1.222038412,1.316637867,1.449499752,1.235719889,0.822073037,1.483695382,1.290739691,1.669660892,1.212663026,1.302778697,1.172239503,1.252470068,1.712320179,0.60153787,2.268166502,1.644565923,0.975210564,1.581223995,1.378278212,1.371410968,1.430908726,1.624827938,1.470135751,1.347177628,1.749745074,1.601545785,1.941135533,0.990245138,1.396945889,1.748030328,0.458409712
CES1,1.025114645,1.766726748,2.003747766,1.008494908,1.538619109,1.716761614,2.097594906,0.570543445,1.284742767,0.954698603,1.494485862,1.008549519,2.497317825,1.638631758,1.146360874,1.661067517,0.407372028,2.442299508,0.777629129,2.218653317,1.048158434,0.848916773,1.49373064,1.474604888,1.12699639,2.325768941,-0.060913801,1.573840135,0.441082131,0.649374529,2.103181186,0.389324225,2.007587694,1.966929298,0.585449776,1.965590689
CES2,2.05435344,2.018191146,1.832751715,1.818245145,1.809266476,2.045788622,1.984609381,1.998415375,1.968315928,1.718914075,1.923276315,1.972248269,2.131730831,2.10676622,2.058467679,1.935094278,2.042334189,1.793603096,2.003184539,1.953556381,2.092941413,1.898619229,2.078782467,1.803335135,2.117236553,1.885727581,1.978103521,1.9901216,2.02591572,1.974342532,1.952635187,1.760734186,1.887940093,1.903061064,1.915973234,2.021297093
CFLAR,2.622006144,3.356261474,2.96559612,2.689821494,3.022405522,3.254786542,2.801728052,2.595406152,3.144103733,3.039895261,2.722104469,3.02491262,2.688276362,2.926537818,3.066060562,2.445841568,2.849851797,2.71286158,2.391252851,3.119217011,2.566331884,2.63575689,3.051359871,2.947738533,3.216116159,2.330837489,3.090793056,3.613837122,2.600866484,1.733950807,3.4944207,2.087650353,3.114902297,2.484594087,3.124559797,2.153014911
CFTR,0.992929961,1.774718238,1.928540554,0.974415119,1.829755864,1.534024165,1.848825837,0.787671556,1.141532734,0.701250867,1.53636271,1.107095294,2.331418323,1.410293963,1.309088171,1.32642892,0.666204344,1.991121298,0.631501093,1.731866162,1.343535927,1.205898174,1.008989988,0.964759788,1.136541708,2.280011451,0.790344548,1.883303298,1.17258136,0.42752578,1.958721496,1.327176319,1.780730124,1.699379099,0.868506401,1.671927469
CHAD,0.507375539,1.458187151,1.001041873,0.445587041,1.111344227,1.448929825,1.319043937,0.709911897,0.313076366,0.338702833,0.940309654,0.59602751,2.035025884,0.918932269,0.899509855,1.097309134,0.609476719,1.712320179,-0.24356017,0.984311679,1.168391875,0.464340726,1.170755393,0.983243194,0.110605974,1.996659866,0.194358704,0.828481398,0.030907666,0.402702196,1.512426016,0.921748288,1.48316066,1.181145259,0.716218056,1.604537747
CHD1,2.516100922,2.593818959,2.577671121,2.794495883,2.536461851,2.375129684,2.566379602,2.682314415,2.52442177,2.906138381,2.661513099,2.605975619,2.609034371,2.615967773,2.407165868,2.532209687,2.830192808,2.386583429,2.694709313,2.302076633,2.82817762,2.838144047,2.534550754,2.814793046,2.284240431,2.446914689,2.126042535,2.380153145,2.325216396,2.499203269,2.509763852,2.270137818,2.586502756,2.902578734,2.29094364,2.252200096
CHD7,2.925969252,2.403357905,2.448587494,2.461466875,2.55606608,2.452673766,2.58692842,2.467575816,2.272368868,2.691556206,2.630700485,2.579070431,2.690094765,2.634842804,3.26081788,2.546877687,2.824320567,2.704576915,2.659710735,2.295849312,2.80932127,2.770928198,2.687580876,2.748041792,2.45936003,2.65085606,2.54114619,2.672336821,3.027669435,2.645229009,2.544955241,2.51798671,2.630886046,2.525767434,2.372124474,2.525852554
CHDH,1.154873569,1.397299896,0.830345645,0.159280302,0.970417385,1.679710395,1.351399973,0.382552962,1.06774652,0.338702833,0.759419512,-0.317786342,2.004232036,1.399258663,0.915304122,1.14531686,0.373948273,1.83567596,0.969514655,1.986080702,1.032918467,1.072931584,1.583277401,1.482701158,1.601967668,1.586255128,-0.019521116,1.21197035,0.347177628,1.468918465,1.590600785,0.35590047,1.344211209,1.150025458,0.339467347,0.989888629
CHEK1,1.513715717,1.724402433,1.564819506,1.411323837,1.42015284,1.712683701,1.609140067,1.568189539,1.517196348,1.839702526,1.327621236,1.774232129,1.855159619,1.600173506,1.773497461,1.748637504,1.77946538,2.041322463,1.518618054,1.614261885,2.176825043,1.587300896,1.930423237,1.652249975,1.725827411,1.810378217,1.289334217,1.75087654,1.565115143,1.121643281,1.641865254,1.680594384,1.450975977,1.434617311,1.20757975,1.563919896
CHEK2,2.675387467,2.467801076,2.236885826,2.250830025,2.095898651,2.381544132,2.521661689,2.34456695,2.309634119,2.195772995,2.584195974,2.548855378,2.490308133,2.495017549,2.578061954,2.478107498,2.323143047,2.759906697,2.177220449,2.084400763,2.364996068,2.338347876,2.640756906,2.363755924,2.487323275,2.790828344,2.468388197,2.766363861,2.372059446,2.538489398,2.507329459,2.861972345,2.389470043,2.474013776,2.201087089,2.338078917
CHGA,1.373836631,1.085981564,0.64201993,0.187309026,0.471019736,0.784287849,0.684614652,0.433705485,0.465686529,0.09091835,0.260021862,0.261997254,1.819621294,0.483203699,0.269778437,0.307728422,0.716370953,1.24501895,0.124416615,0.979857338,1.182357531,0.246856782,0.568695401,0.611632124,0.809575978,1.046826476,-1.060913801,0.579480402,0.782406721,0.649374529,0.663693691,0.757301011,0.763001357,0.861229919,0.296001653,0.790848172
CHI3L1,0.055077868,1.705532287,1.418098172,0.381129052,1.981846847,1.71574572,1.835882328,0.507491699,1.475231847,0.658216235,1.163111849,0.937486163,2.433170861,1.272185797,0.877515562,1.333034287,0.423166295,1.615635832,0.509767496,1.5728692,1.004889744,0.809149646,1.05628209,1.178219797,1.172753881,2.185455343,0.518869796,1.480815662,0.441082131,0.47328327,1.204096782,1.504503125,1.754781027,1.116502424,1.196224999,1.898531315
CHI3L2,0.953620227,1.598322318,1.968940699,0.460310298,1.81240219,1.488438366,1.844554053,0.877402984,1.517196348,0.732849853,1.665215392,1.004432953,2.241573646,1.780267508,1.248703411,1.399746892,0.997197563,2.217131438,0.956012185,1.226081714,1.548366509,1.205898174,1.756628623,1.704091307,1.110605974,2.146741009,0.687274226,1.75087654,1.190130999,1.203661739,1.869937368,1.463110439,1.857734451,1.767325416,1.359670733,1.857217442
CHMP4B,3.240501967,2.626465314,2.994257593,2.889739562,3.097900136,2.82266954,2.657192139,2.961001148,3.044622721,2.729177151,2.883760683,2.80580399,2.401437819,2.703073883,2.662197679,2.704415858,2.598118624,2.567364328,2.658896008,2.586039175,3.037393383,2.956084329,2.758069298,2.7938677,2.982493111,2.641282951,2.935904221,2.715894084,2.87449635,3.054834728,2.916165971,2.477394656,2.759184557,2.520829232,3.025038489,2.917123084
CHPT1,0.638654454,2.189035127,2.507546905,2.600818341,2.356321427,2.018805133,1.383584657,2.57439971,1.604865705,2.671316908,0.653366119,2.549916791,2.57205688,2.446705336,3.080081716,2.70301986,2.449787099,2.672342737,2.632368815,1.595145595,2.846904304,2.606122946,2.402759255,2.332358762,2.999131072,1.498067211,2.379680461,2.74229525,2.3673674,2.147914808,2.458414043,2.470644857,2.592974821,2.523672931,1.160262852,2.604692825
CHRNA1,NaN,-0.601250037,0.830345645,NaN,0.534688816,NaN,-0.938634638,-0.219507029,NaN,-1.023025003,NaN,NaN,1.176393001,NaN,-1.008975164,-0.391241583,-0.72296174,0.285447607,NaN,NaN,0.673896525,0.176275707,NaN,-0.493878061,-1.003337378,-0.190860855,NaN,NaN,NaN,-0.014833369,NaN,NaN,NaN,-0.138770081,NaN,0.002477756
CHRNB1,1.749683067,2.125748691,1.920773531,1.567520267,1.917360656,1.679710395,1.818761391,1.580980931,1.907061592,1.47666208,1.669688084,1.606492944,1.992332812,1.973715501,2.003440211,2.089340204,1.824197381,2.033204573,1.49017194,1.880139982,1.874680041,2.11667499,1.967481988,1.812010469,1.91990664,2.022087336,2.116911171,2.052378339,1.859291323,2.080201796,1.997910834,1.615016314,1.864948811,1.565952252,1.741523922,2.077503042
CHSY1,1.667861725,2.444594303,1.683412615,1.815058817,1.920619917,1.575276324,1.916884518,1.556224747,1.792477387,1.680266375,1.621749699,2.405505104,2.308550773,2.019685621,1.906424672,1.942004116,2.02793218,1.798072718,1.902567865,1.837562779,1.71528921,1.804363984,1.948465062,1.861190145,2.293108416,2.095980401,2.204611534,2.319078264,2.128809219,1.962890236,2.173870589,2.22583588,1.992384524,1.834357773,1.902043416,1.587131996
CHUK,2.1698556,2.23295866,2.65001142,2.409862931,2.530523365,2.354830789,2.509453029,2.612469334,2.444762551,2.368263046,2.54628919,2.29542101,2.471084633,2.142803012,2.046403168,1.998632976,2.06697134,2.468084138,1.987314321,2.35216183,2.444147228,2.420916589,2.350888264,2.320036359,2.45348397,2.511692764,2.624827938,2.903164885,2.327416156,2.433991822,2.669109749,2.025774972,2.470216572,2.351032206,2.391079197,2.373017279
CIC,2.660652244,2.194166485,2.325324328,2.500912638,2.188777807,2.243680337,2.082554661,2.666231019,2.273622244,2.754039152,2.384217091,2.0624249,2.113294986,2.450553089,2.412628763,2.230142446,2.319022761,2.350529135,2.476185322,2.316750139,2.509263503,2.80412331,2.643707956,2.538135973,2.438357757,2.164070372,2.091680277,2.092440082,2.61394442,2.52971166,2.553270003,2.193488908,2.135606546,2.374447519,2.268642902,2.420779047
CIDEA,0.532199123,1.444072941,1.032450337,-0.414750966,0.873507372,1.12671053,1.337827166,0.989113455,0.496720763,0.610443453,0.820117352,-0.715726351,1.960264111,1.071899729,1.087934849,0.864030923,0.017400949,1.775249894,0.546490303,0.94247561,0.97492652,0.569076076,1.146243243,1.024635879,0.841760662,1.574701268,0.28150888,1.246481201,-0.416250366,0.251434521,1.170967363,0.389324225,1.452827982,1.178829016,0.52239803,1.390375826
CIDEB,2.064032711,1.513805465,1.695647072,0.344916879,2.179037869,1.913977741,2.513151798,2.248347625,1.167861673,2.334528717,2.203724598,2.034782044,2.070444599,2.306124284,1.813192916,1.562034754,1.696994008,2.093508461,1.596336676,1.794489314,1.322156938,2.248374158,2.200683306,2.378569587,1.39460263,2.278961161,0.771595112,1.749931394,0.428847674,1.745705097,2.111459553,2.087328057,2.522826526,2.346478,1.836791988,1.98924949
CIRBP,3.662675846,3.335983581,3.264204338,3.30416572,3.196759472,3.231228679,3.2430089,3.720519436,3.164753032,3.61147242,3.202447682,3.141394979,3.228049714,3.31691088,3.431241012,3.220226808,3.280735693,3.183837556,3.502295025,3.514485232,3.665113556,3.445238912,3.415168294,3.435400335,3.424943236,3.024625637,3.286260035,3.469017039,3.736343712,3.278835099,3.584021671,3.331956845,3.265712906,3.466989736,3.358048975,3.306660426
CITED2,2.715231582,2.924140339,2.366529857,2.339023539,2.133280379,2.258795488,2.53978755,2.57660455,2.186916843,2.48563936,2.895611419,2.383608927,2.059925393,2.173668277,2.187201021,2.097591052,2.434495028,2.580036291,2.49137294,1.929599346,2.066126745,2.259904778,2.064476568,2.375206913,2.063361172,2.341711545,2.794120516,2.24497061,2.031217765,2.547916889,2.191904386,2.268441353,2.201016009,2.720167942,1.884125866,2.306290709
CKB,0.801971425,1.394385157,0.751164399,1.012572821,1.645584475,1.850986399,1.260022449,1.157677758,1.19867562,1.331083436,1.54711608,0.62669633,1.853605791,1.293069363,1.104968189,0.926821752,1.143325599,1.428115111,0.469650273,1.651097,2.180981003,2.252251813,1.70564786,1.643634292,1.960450449,1.300500839,1.115177458,1.109308008,0.893379802,0.920441302,1.330871861,1.557843533,2.433942638,1.287198651,1.066466075,1.445181446
CKLF,2.401593836,1.764861486,1.755007738,1.317642794,2.272531762,1.83117304,2.109029557,2.172309895,2.305234404,1.819584237,2.477644316,1.625708174,1.958229941,2.451686648,2.543327946,2.172476757,3.72877098,2.159542698,2.071359886,1.879576329,1.947015956,2.478326372,2.256072081,2.559104289,2.327076395,2.427486137,2.152603956,2.127929263,2.223833366,2.506606483,2.426681001,1.408209569,2.285880102,2.158138753,0.809639741,2.165127494
CKMT1A,0.577956614,0.760477799,1.061739713,0.261942644,0.146508644,0.085317845,0.995863813,0.116285073,0.396050601,0.09091835,0.644026093,0.238516159,1.612121571,-0.190212201,-0.230823913,-0.048818902,0.298227559,1.404923448,0.922771251,1.360441525,1.491556316,0.408224784,0.864396563,0.483845544,1.41163597,0.704403795,0.194358704,0.042361218,-0.814190374,1.896529144,0.688517275,0.476474401,1.307069401,0.841485861,0.096429298,0.002477756
CKMT2,0.975896622,1.565081384,1.768197739,0.880816134,1.353634137,1.529362641,2.019451211,0.533820638,1.083540787,0.815824088,1.277933452,0.782584203,2.270729116,1.416476195,1.032417522,1.519382822,0.609476719,2.290485048,0.057469825,1.624529373,1.301763779,0.843453877,1.433032799,1.296758901,1.021968487,2.133127463,-0.583792546,1.352936532,0.264990872,0.462287886,1.865144369,0.319688297,1.680550626,1.621317169,0.397459294,1.745090681
CKS1B,3.188270693,2.897932825,3.055989902,3.289807047,3.059674691,2.943734722,3.278111696,3.4367669,3.151030106,2.857959988,3.270053874,3.167367008,3.265595387,2.986705499,3.006719825,2.826873604,2.926275732,3.265678299,2.653333315,3.007143881,3.129890518,3.052391621,3.326757583,3.197004371,3.286006267,3.399949146,3.23625558,2.917165045,2.945854954,3.28381821,3.033018709,3.48595105,3.1337611,3.181676252,3.168341975,2.929554677
CKS2,3.111665137,3.230001008,3.388743069,3.53109906,3.16358838,2.93202599,3.224705668,3.584473292,3.321833375,3.193220095,3.504025387,3.063437073,3.084481808,2.799046872,2.94056121,2.840686527,2.951302179,3.267014552,2.959245896,2.599574454,3.332589168,3.259208844,2.961220781,3.295297073,3.248179174,3.219144685,3.344961656,2.678849114,3.229702166,3.260602027,3.147322935,2.554447595,3.367092347,3.229785378,2.990653026,2.93654314
CLCA2,0.930139132,2.02509033,2.136969208,1.135477387,1.781097861,1.717775137,2.14594164,1.039768218,1.59422939,1.07388501,1.622742372,1.069603484,2.689792226,1.657536679,1.016330702,1.627458916,1.083218234,2.281569952,0.886773598,1.652050446,1.291196482,1.14722391,1.176019633,1.159334453,1.12376742,2.341165148,1.066190997,1.918707377,1.015113399,1.058744,1.959584047,1.298404576,2.121966747,1.702867427,0.936326144,1.92005828
CLCF1,0.532199123,2.068376722,1.530921176,1.985355105,1.44753864,1.318313955,1.505410158,1.678120062,1.568348871,1.776315547,1.127396297,1.474605347,1.798347821,1.320715616,0.663122694,1.396926789,0.532310765,1.071567787,0.019681264,1.565957206,2.133227458,1.491133902,1.990940827,1.948601708,1.890424384,0.903560358,1.27353995,0.75087654,1.763301426,1.326068139,1.020581505,1.583272912,1.633210117,0.963892261,1.184565387,0.847575796
CLDN3,-0.245952127,0.766726748,NaN,-0.317840953,0.825734591,0.289437827,0.975179214,0.570543445,0.313076366,-0.244873752,0.342996098,0.616712109,1.582158347,0.195138681,0.468146091,-0.245113547,0.467369958,0.586477603,0.092231932,0.584150211,0.907979731,0.48989483,0.403069576,0.159334453,0.473783876,0.85053183,-0.282762551,0.85897072,0.316143394,0.439425003,-0.0024838,0.983266326,0.461971361,0.605957414,0.296001653,-0.240560293
CLIC1,3.446527586,3.329257517,3.27378249,3.364881595,3.321569243,3.087872653,3.498671893,2.896380721,3.550871359,2.9332395,3.3928543,3.249828101,3.087338619,3.205563359,3.212621622,3.189432547,3.627383208,3.173751934,2.904785369,3.010285947,3.205766287,3.279817848,3.452882684,3.341352612,3.040574789,3.29386595,3.5799054,3.382364425,3.37975471,3.697583196,3.344792979,2.997572843,3.17741756,2.997633367,3.350352592,3.287488236
CLIC3,0.619349299,0.772887057,0.897292435,-0.062568448,0.924659895,0.792888021,-0.239664634,0.002341721,0.525684458,-0.244873752,0.236540767,0.398217001,1.783969863,0.469839738,0.388964845,0.085879672,0.73188312,1.140764812,NaN,1.197205586,1.201184389,0.525610383,0.654881549,0.366459946,1.341054895,0.168161088,1.298921681,0.632186753,0.428847674,0.587226623,0.775667451,NaN,1.490000085,0.475189134,0.494369307,1.032440979
